Gender,Age,Employment Type,Credit Score,Source of Lead,Loan Period,Value of Collateral,Monthly Income,Bank Account Type,Existing EMI,Loan Amount,Estimated EMI,New Debt to Income ratio,Loan Approved
Others,48,Salaried,756,Walk-in,1,463011,15232,Savings,14916,115935,116611.28749999884,8.634932215073453,0
Female,30,Self Employed,741,Walk-in,10,98718,111866,Savings,18778,33456,3453.874425425386,0.19873665300829016,0
Female,29,Salaried,571,Walk-in,10,290814,64373,Savings,17611,168694,17415.34828798153,0.5441155187420429,0
Male,28,Business,421,Walk-in,20,195199,184595,Savings,8824,407908,21667.62184259369,0.1651811904038229,0
Male,35,Salaried,604,Walk-in,10,356506,199623,Savings,6435,184002,18995.68992190106,0.12739358652009566,1
Male,22,Business,481,Walk-in,5,202945,86269,Current,12541,460176,93652.06121728694,1.2309527317725597,0
Female,63,Business,823,Walk-in,5,8146,39514,Savings,6142,168827,34358.58571314215,1.0249680040781026,0
Female,31,Salaried,562,Walk-in,20,275931,153639,Current,8850,128945,6849.41579594723,0.102183793151135,0
Male,46,Business,792,Walk-in,5,178860,15364,Savings,17507,405401,82504.60534567066,6.5094770467111855,0
Male,53,Salaried,644,Walk-in,20,190251,127004,Savings,12744,416437,22120.672890122743,0.2745163372029444,0
Female,28,Self Employed,568,Walk-in,1,293688,124285,Savings,6300,314114,315946.3316666635,2.5928014777862454,0
Male,58,Salaried,503,Email,1,43028,47378,Savings,9075,348249,350280.4524999965,7.584859059056873,0
Female,55,Business,617,Online,5,183094,122746,Current,8888,13623,2772.4653827298685,0.0949967036215426,0
Female,43,Salaried,594,Walk-in,10,25598,154719,Current,12616,23203,2395.3924047448954,0.09702358730824848,0
Female,39,Salaried,657,Walk-in,5,497772,41339,Savings,13617,217772,44319.557463690006,1.4014987654198217,0
Female,41,Salaried,675,Walk-in,1,491918,94152,Savings,8906,318673,320531.9258333302,3.499000826677396,0
Female,32,Salaried,573,Walk-in,1,388001,160912,Savings,3989,107675,108303.10416666561,0.6978479179095755,0
Female,35,Salaried,721,Call,5,322407,60383,Savings,16625,153901,31320.942146921345,0.7940304745859156,0
Female,24,Business,570,Walk-in,1,20354,26924,Savings,18611,12080,12150.466666666547,1.1425295894616903,0
Female,37,Self Employed,627,Walk-in,1,499840,100311,Savings,11197,419422,421868.62833332916,4.317229698969497,0
Male,50,Self Employed,595,Walk-in,20,288252,64887,Savings,9531,318199,16902.37897440469,0.40737557560689647,0
Male,39,Salaried,570,Walk-in,5,350634,193636,Savings,9935,416515,84766.45517784124,0.4890694663070981,0
Male,43,Business,699,Walk-in,5,246810,196691,Savings,7414,54085,11007.031507373187,0.09365467412018438,1
Male,50,Salaried,489,Walk-in,30,166792,116818,Savings,15878,446066,16251.03513889195,0.27503497011498185,0
Female,57,Salaried,784,Call,5,278871,178719,Savings,10870,97054,19751.806155433063,0.17134051866579975,1
Female,47,Salaried,490,Online,20,468368,133463,Current,16259,253881,13485.877945565,0.22286984366876963,0
Male,58,Salaried,602,Call,5,229979,128890,Savings,16106,228364,46475.173211607114,0.48553939957798986,0
Male,60,Business,780,Walk-in,5,406822,101581,Savings,5400,427587,87019.75744001441,0.9098134241641095,0
Others,58,Salaried,673,Email,5,468534,30886,Savings,17825,132962,27059.571476071993,1.4532335516438513,0
Male,65,Salaried,706,Walk-in,10,161987,186996,Savings,606,325072,33559.23802074011,0.1827057157411929,0
Male,41,Salaried,738,Walk-in,10,433020,115018,Savings,10109,147122,15188.334326202585,0.2199423944617589,1
Female,50,Salaried,819,Online,1,496348,62521,Savings,3109,74501,74935.58916666593,1.2482939998826943,0
Female,32,Business,677,Walk-in,20,153388,151292,Savings,16749,56304,2990.8062117570503,0.1304748844073517,0
Male,51,Salaried,536,Walk-in,5,446619,111663,Savings,12668,21675,4411.156659375313,0.15295269390375785,1
Male,47,Business,596,Walk-in,1,137655,188460,Savings,7343,126063,126798.36749999876,0.7117763318476004,0
Male,38,Salaried,737,Walk-in,10,460900,118553,Savings,4041,419820,43340.67316122925,0.39966658929954746,1
Female,48,Business,524,Walk-in,20,202652,125086,Current,9176,60554,3216.5615115575524,0.09907233032919394,0
Female,19,Salaried,791,Walk-in,5,49899,105051,Current,17508,102212,20801.529156543,0.3646755305189194,0
Male,31,Salaried,695,Online,1,188915,158394,Savings,7996,332605,334545.19583333004,2.1625894657204823,0
Female,60,Self Employed,586,Walk-in,20,134428,86678,Savings,8682,456875,24268.694728553968,0.3801506117879273,0
Female,48,Salaried,693,Walk-in,30,201796,78207,Savings,14528,66436,2420.3901899885345,0.216711933586361,0
Male,55,Salaried,523,Walk-in,1,120586,157737,Savings,13165,263159,264694.09416666406,1.7615340355570606,0
Female,48,Salaried,471,Walk-in,20,328065,34519,Savings,3644,14260,757.4754294482726,0.12750877573070693,0
Female,40,Salaried,813,Email,5,277955,119182,Savings,4224,272746,55507.512536008275,0.501178974476081,0
Male,49,Salaried,555,Online,20,69769,189647,Current,2026,389611,20695.705437781973,0.11981051868883755,0
Male,51,Business,653,Walk-in,10,291063,53710,Savings,20,155684,16072.2437245315,0.2996135491441352,0
Female,49,Salaried,718,Walk-in,20,6246,133667,Savings,15554,478312,25407.4044607477,0.3064436582009598,0
Female,51,Salaried,677,Walk-in,20,128619,46720,Savings,15186,314145,16687.034977842046,0.6822139336010712,0
Female,35,Business,756,Walk-in,1,67271,131199,Current,10689,245712,247145.31999999756,1.9652155885334306,0
Female,18,Business,738,Walk-in,1,281085,36284,Savings,5018,276253,277864.4758333306,7.7963420745598775,0
Female,42,Salaried,793,Online,10,341366,150731,Savings,11755,130508,13473.166054322583,0.1673721135952298,1
Male,66,Salaried,850,Walk-in,1,168662,17962,Savings,12939,409651,412040.6308333293,23.65992822811097,0
Female,37,Business,764,Walk-in,5,361626,122390,Current,1453,222000,45180.01284342882,0.38101979608978526,1
Male,23,Self Employed,695,Online,30,276566,138733,Savings,10663,48743,1775.8004550335834,0.0896599976576127,1
Male,47,Self Employed,597,Online,5,99183,158699,Savings,10321,487717,99257.02848629988,0.6904771201223693,0
Female,63,Business,669,Walk-in,5,83425,148482,Savings,13052,222648,45311.8896376745,0.39307047074847123,0
Female,33,Business,648,Walk-in,5,382160,129867,Savings,17859,479347,97553.6198939598,0.8886985908195292,0
Male,23,Salaried,483,Walk-in,10,103601,81124,Savings,935,150004,15485.86140935885,0.2024168114165826,0
Female,33,Self Employed,721,Call,1,462409,144238,Savings,8426,448370,450985.4916666622,3.18509332954327,0
Male,24,Salaried,711,Walk-in,5,119797,33429,Savings,16418,493310,100395.27989095438,3.4943695561026167,0
Male,35,Salaried,622,Email,20,76033,102774,Savings,8530,53912,2863.745817139921,0.11086214234280967,0
Male,20,Business,732,Call,20,147728,182065,Savings,12219,231973,12322.149214263965,0.13479333872113786,0
Female,38,Salaried,702,Walk-in,20,392030,140279,Savings,3525,100470,5336.855287283867,0.0631730714311042,1
Female,65,Salaried,776,Walk-in,20,232271,176812,Savings,5978,386384,20524.290766615803,0.14988966114639166,1
Male,53,Salaried,608,Walk-in,5,494615,143592,Savings,11875,39307,7999.50794971467,0.13840957678502053,1
Female,60,Salaried,812,Walk-in,10,191288,91764,Savings,10682,67667,6985.692274786574,0.19253402505107206,1
Male,32,Business,757,Walk-in,5,83526,138444,Savings,12707,463146,94256.49652424632,0.7726120057513964,0
Female,36,Salaried,606,Walk-in,1,62034,118068,Savings,17089,23320,23456.0333333331,0.3434040835224879,0
Male,57,Business,745,Walk-in,5,428431,120391,Current,4847,188509,38364.139824783444,0.35892333999039333,1
Male,30,Business,703,Walk-in,1,301408,100973,Savings,10532,221454,222745.8149999978,2.310298941301118,0
Female,64,Salaried,634,Walk-in,5,355107,150536,Savings,12494,417006,84866.38034138233,0.6467581199273419,0
Male,30,Business,554,Walk-in,5,263468,142669,Savings,9316,174332,35478.92792351636,0.31397800449653646,0
Male,35,Salaried,793,Walk-in,10,206857,192229,Savings,5334,235973,24360.98486940772,0.15447713336389265,1
Female,41,Business,629,Walk-in,5,20286,22166,Current,9791,46017,9365.084013585873,0.8642102324995883,0
Others,42,Business,574,Walk-in,10,482346,27646,Savings,4530,437811,45197.99785000938,1.7987411506188735,0
Male,53,Salaried,814,Walk-in,10,150578,166382,Savings,238,10945,1129.9215562613838,0.008221571782172253,1
Male,48,Business,456,Online,20,387790,180480,Current,12805,197948,10514.778843508182,0.12920976752830332,0
Male,41,Business,562,Walk-in,1,26730,143513,Savings,15072,182141,183203.48916666486,1.3815855648384805,0
Female,43,Salaried,830,Call,10,476865,33034,Savings,12100,253681,26189.093678752313,1.1590813609842074,0
Male,31,Business,655,Walk-in,10,234730,72846,Savings,18488,48771,5034.9387136065725,0.3229132514291323,0
Female,53,Business,573,Walk-in,30,315881,94903,Savings,10395,405199,14762.172385350776,0.2650830045978607,0
Others,35,Salaried,703,Online,5,379554,107517,Savings,4631,32272,6567.789975149256,0.10415831891839668,1
Male,51,Business,551,Walk-in,5,192986,23253,Savings,18546,96885,19717.412361872077,1.645525840187162,0
Male,53,Salaried,796,Walk-in,1,447044,126712,Savings,14939,478605,481396.8624999953,3.9170391320474405,0
Male,32,Business,543,Walk-in,5,265038,168071,Savings,6474,425626,86620.66732656413,0.5539008355192991,0
Male,49,Business,480,Walk-in,10,159011,93275,Savings,4461,240605,24839.175517978092,0.3141267812165971,0
Female,48,Salaried,662,Online,20,190256,116590,Savings,3565,81947,4352.934012412174,0.06791263412309953,0
Male,39,Self Employed,685,Call,5,122336,161515,Savings,19317,211399,43022.56547336941,0.38596765299426933,0
Male,41,Business,705,Walk-in,1,311040,29741,Current,3108,198491,199648.8641666647,6.8174191912398605,0
Female,31,Salaried,673,Walk-in,5,47563,30341,Savings,464,49506,10075.142864084626,0.3473564768493005,0
Male,30,Business,693,Walk-in,1,165801,104194,Current,10226,405026,407388.6516666626,4.008048943957067,0
Female,38,Business,705,Email,20,383400,31740,Savings,11086,376846,20017.642754969405,0.9799509374596536,0
Male,53,Self Employed,782,Walk-in,20,471368,77485,Savings,2920,462845,24585.814526156082,0.354982442100485,1
Female,46,Business,813,Walk-in,5,425144,163051,Savings,17194,133535,27176.184752465168,0.27212457913453564,1
Female,46,Salaried,850,Walk-in,1,234238,160332,Savings,5909,50319,50612.5274999995,0.3525280511688216,1
Female,52,Business,517,Online,20,127481,95824,Savings,6629,93386,4960.561041686983,0.12094632912096116,0
Female,47,Salaried,588,Walk-in,1,346739,74785,Current,16782,287634,289311.86499999714,4.092984756301359,0
Male,56,Salaried,645,Walk-in,10,280467,118270,Savings,1075,74475,7688.525162409003,0.07409761699846963,1
Male,34,Salaried,498,Walk-in,20,94685,172678,Savings,11011,307657,16342.399593111306,0.15840697479187452,0
Female,51,Business,829,Walk-in,10,49165,157436,Savings,7598,326408,33697.161748393395,0.26229808778420055,0
Female,19,Salaried,546,Walk-in,1,47993,188863,Savings,18246,78990,79450.77499999922,0.5172891196263918,0
Male,19,Salaried,850,Walk-in,1,111318,150025,Savings,17269,257951,259455.71416666408,1.8445240071099087,0
Male,57,Salaried,705,Walk-in,20,392284,170516,Savings,13771,288531,15326.447625114975,0.17064350339625006,1
Male,25,Salaried,586,Walk-in,1,115433,42877,Savings,18950,293574,295286.5149999971,7.328789677449381,0
Male,23,Salaried,797,Walk-in,5,57314,148642,Savings,11432,212687,43284.69095328984,0.36811056735841713,0
Male,55,Salaried,680,Walk-in,20,243891,47391,Savings,18057,13645,724.8073095947882,0.3963159103963788,0
Female,49,Salaried,755,Walk-in,20,239578,162548,Savings,5259,243822,12951.554990107765,0.1120318612970185,1
Male,30,Salaried,530,Walk-in,5,158261,134587,Savings,6490,8671,1764.6661773214923,0.06133330988372943,0
Male,21,Salaried,682,Walk-in,1,276784,156464,Savings,18075,147451,148311.13083333187,1.0634147844445487,0
Female,55,Business,633,Online,10,201178,112702,Savings,16125,486559,50230.56212818479,0.5887700495837235,0
Female,43,Salaried,805,Walk-in,5,237085,36087,Savings,657,50605,10298.804279016735,0.30359421063033043,0
Female,48,Self Employed,517,Walk-in,5,166786,55509,Savings,19640,488307,99377.10149340628,2.1441045865248207,0
Female,60,Salaried,714,Walk-in,20,111115,49664,Savings,9577,404113,21466.035639595357,0.6250611235421101,0
Male,46,Business,808,Walk-in,1,298094,40558,Savings,2614,20005,20121.695833333135,0.5605724107040074,0
Female,58,Salaried,737,Walk-in,1,380318,116268,Savings,14629,355039,357110.0608333298,3.19726030234742,0
Female,48,Salaried,596,Online,5,170404,24302,Savings,771,438434,89227.26914863005,3.7033276746206094,0
Male,68,Self Employed,559,Walk-in,5,86426,152426,Savings,18958,218277,44422.33181723023,0.4158105035704554,0
Female,42,Self Employed,704,Email,10,151534,171030,Savings,18580,235527,24314.941469307894,0.25080361029823944,0
Female,35,Salaried,618,Online,20,296819,110826,Savings,14770,440406,23393.879662103504,0.3443585409750735,0
Male,33,Salaried,701,Walk-in,10,429975,106659,Current,7933,65276,6738.8542262693545,0.13755852038992825,1
Male,32,Business,652,Walk-in,10,247407,181758,Savings,6357,317071,32733.244199666806,0.21506753045074664,0
Male,39,Business,701,Walk-in,10,447144,36508,Savings,18381,331288,34200.955005091026,1.4402858279032273,0
Male,53,Business,536,Walk-in,5,297575,197682,Savings,2082,390534,79478.9690801605,0.41258672554992615,0
Male,30,Business,680,Walk-in,5,270271,141323,Savings,8963,181687,36975.770240919155,0.32506223502840415,0
Female,43,Salaried,502,Walk-in,10,457226,196330,Savings,16287,38468,3971.294876771394,0.10318491762222479,1
Male,45,Salaried,850,Online,1,493402,36420,Savings,6363,435220,437758.78333332896,12.194447647812437,0
Female,22,Salaried,811,Online,5,278856,121926,Current,1163,399193,81241.19309462559,0.6758541500141527,0
Female,37,Self Employed,722,Online,5,495887,75777,Savings,6941,273180,55595.83742598147,0.8252746536017719,0
Female,55,Self Employed,850,Walk-in,10,194573,58419,Savings,4882,419435,43300.927176838144,0.8247817863509842,0
Female,43,Salaried,799,Walk-in,5,143534,53880,Savings,12623,295763,60191.78440815783,1.3514251003741247,0
Male,50,Salaried,629,Walk-in,10,272541,82618,Savings,16285,257010,26532.767398331496,0.5182619695263925,0
Male,31,Business,689,Walk-in,5,21101,28553,Savings,5056,338441,68877.33660694996,2.5893369035460356,0
Female,29,Salaried,823,Walk-in,20,386711,117031,Current,3693,484102,25714.962857417086,0.25128353049548485,1
Female,34,Business,805,Walk-in,5,45196,85539,Savings,772,72411,14736.621216241101,0.18130468226471086,0
Female,22,Salaried,616,Walk-in,10,202208,181698,Savings,723,82462,8513.073674958996,0.05083200516769032,0
Male,26,Self Employed,735,Walk-in,1,182390,187315,Savings,17602,234588,235956.42999999766,1.3536472252622462,0
Female,29,Salaried,800,Online,5,459133,15726,Savings,17089,164454,33468.620865555145,3.2149065792671463,0
Male,56,Business,572,Call,20,208392,71557,Savings,13354,32663,1735.0224370314816,0.21086717493790239,0
Female,44,Salaried,463,Online,5,80560,162792,Savings,9473,27156,5526.6145440367245,0.0921397522239221,0
Others,65,Salaried,626,Call,5,140697,45666,Savings,4537,484619,98626.54344220554,2.259088675211438,0
Male,67,Business,563,Walk-in,10,446512,171233,Savings,13607,167049,17245.52453649227,0.1801786135645131,1
Female,34,Business,627,Walk-in,1,364329,98834,Current,16994,290809,292505.38583333045,3.131507232666192,0
Male,37,Self Employed,519,Call,10,303020,152298,Savings,9923,161480,16670.601453183026,0.17461556588519236,0
Male,33,Business,438,Online,5,93553,91093,Current,9844,422305,85944.798756055,1.051549501674717,0
Female,37,Salaried,793,Walk-in,5,486732,19970,Savings,13987,218789,44526.53076577003,2.9300716457571374,0
Female,60,Salaried,563,Walk-in,20,77972,87358,Savings,7975,249597,13258.316603366095,0.24306092863121978,0
Female,34,Salaried,605,Walk-in,10,108700,65803,Savings,13709,267181,27582.784040518294,0.6275061021612737,0
Female,65,Business,752,Walk-in,5,6747,65472,Current,11388,147227,29962.692571619344,0.6315782711940883,0
Female,18,Salaried,758,Walk-in,10,280727,180630,Savings,8036,292768,30224.291839518755,0.2118158215109271,1
Female,45,Salaried,822,Online,20,216524,135149,Savings,13088,265988,14128.988396079043,0.20138505202464718,1
Female,54,Business,737,Walk-in,10,422263,65106,Savings,7314,85947,8872.852260940808,0.2486230495029768,1
Male,38,Business,773,Walk-in,1,35497,135672,Savings,7880,214746,215998.68499999784,1.65014656671972,0
Others,52,Business,713,Walk-in,5,74323,20543,Savings,2399,456721,92948.92182821466,4.6413825550413605,0
Male,45,Salaried,677,Email,5,401254,22130,Savings,17758,146224,29758.56845953845,2.1471562792380685,0
Female,41,Salaried,850,Walk-in,1,3910,66218,Savings,17980,176216,177243.92666666492,2.9482002879377953,0
Male,39,Business,621,Walk-in,1,101800,160206,Savings,6284,9156,9209.409999999909,0.09670929927718006,0
Male,19,Salaried,694,Walk-in,1,437295,133639,Savings,11488,42121,42366.70583333291,0.4029864473195168,1
Male,41,Salaried,454,Walk-in,20,302414,177258,Savings,745,260824,13854.682427097914,0.08236402547189924,0
Female,49,Salaried,565,Online,10,167640,172885,Current,11512,381966,39432.76538683743,0.29467429439706994,0
Male,68,Salaried,725,Email,5,139234,187094,Savings,19904,379843,77303.20548867808,0.5195634573459228,0
Male,36,Business,614,Walk-in,10,248396,21133,Savings,19806,80964,8358.425662964519,1.3327225506536942,0
Female,42,Business,672,Walk-in,10,76798,197213,Savings,3155,7383,762.1937734013518,0.019862756377121954,0
Female,37,Salaried,768,Email,5,163370,98724,Savings,19107,32248,6562.905649436453,0.26001687177825505,0
Male,46,Business,790,Call,5,428807,83861,Savings,15958,348066,70836.15473135537,1.0349763862982242,0
Male,43,Salaried,772,Walk-in,1,361940,117002,Savings,6025,35714,35922.33166666631,0.35851807376511774,1
Male,49,Salaried,659,Online,10,30270,152045,Current,6061,139144,14364.714940560436,0.1343399318659636,0
Male,33,Salaried,694,Walk-in,5,216308,70043,Savings,4240,253533,51597.40628933801,0.797187531792442,0
